,timestamp,timestamp_str,fix_type,latitude,latitude_processed,longitude,longitude_processed,altitude,velocity,speed,acceleration_vector,acceleration_magnitude,horizontal_accuracy,vertical_accuracy,speed_accuracy
10,1679694504.6,2023/03/24 17:48:24.600,1,40.449035839,40.449035839,-79.951957231,-79.951957231,251.5646,"[-2.9383905334780095e-05, 2.1849388058839344e-06]",2.9465027580315883e-05,"[8.14587268601626e-05, 1.4759191397374394e-05]",8.278501019135594e-05,,,
11,1679694504.7,2023/03/24 17:48:24.700,1,40.449033282,40.449033282,-79.951956938,-79.951956938,251.5802,"[-2.2015021610999924e-05, 3.68214916974392e-06]",2.2320828816176148e-05,"[-3.0463919146201912e-05, -1.533201576220511e-05]",3.4104560942472685e-05,,,
12,1679694504.8,2023/03/24 17:48:24.800,1,40.449031102,40.449031102,-79.951956566,-79.951956566,251.5742,"[-1.9846824725832517e-05, 4.562312004955731e-06]",2.0364457825546944e-05,"[2.1212609851915986e-06, 2.0263773598427957e-05]",2.0374500450701653e-05,,,
13,1679694504.9,2023/03/24 17:48:24.900,1,40.449029137,40.449029137,-79.951956033,-79.951956033,251.582,"[-1.9362329502169444e-05, 5.8521631375661535e-06]",2.022739768579412e-05,"[6.723465572921627e-06, 1.1017635976174846e-05]",1.2907102378681459e-05,,,
14,1679694505.0,2023/03/24 17:48:25.000,1,40.44902721,40.44902721,-79.951955428,-79.951955428,251.5884,"[-1.942156907272955e-05, 5.894809663642609e-06]",2.029645600141511e-05,"[-1.9292381646141557e-06, -6.329412679116876e-06]",6.616904469490946e-06,,,
15,1679694505.1,2023/03/24 17:48:25.100,1,40.449025214,40.449025214,-79.951954884,-79.951954884,251.5849,"[-2.0940456982961525e-05, 4.846866640186396e-06]",2.1494065573618544e-05,"[-1.0813524942556315e-05, -4.567891881617094e-05]",4.694140971357404e-05,,,
16,1679694505.2,2023/03/24 17:48:25.200,1,40.449023083,40.449023083,-79.951954551,-79.951954551,251.5808,"[-2.1508317628140527e-05, 2.580201717363761e-06]",2.1662529125087573e-05,"[9.440776408312605e-07, -1.1361913128352205e-05]",1.1401068043308033e-05,,,
17,1679694505.3,2023/03/24 17:48:25.300,1,40.449020926,40.449020926,-79.951954374,-79.951954374,251.5763,"[-2.1740630211544648e-05, 7.17696863534554e-07]",2.175247321071917e-05,"[-7.071525490501628e-06, -3.5275776251848455e-05]",3.59775883423735e-05,,,
18,1679694505.4,2023/03/24 17:48:25.400,1,40.449018727,40.449018727,-79.951954425,-79.951954425,251.5713,"[-2.2135068448614036e-05, -1.2016002226884536e-06]",2.2167658837143664e-05,"[-6.889163115853852e-06, 1.152043191475497e-05]",1.342314865966052e-05,,,
19,1679694505.5,2023/03/24 17:48:25.500,1,40.44901649,40.44901649,-79.951954658,-79.951954658,251.5602,"[-2.2495469393679023e-05, -5.162827525824878e-06]",2.308031480078564e-05,"[-3.4806087546454825e-05, -2.6670787749023138e-05]",4.38496824326576e-05,,,
20,1679694505.6,2023/03/24 17:48:25.600,1,40.449014185,40.449014185,-79.951955263,-79.951955263,251.5208,"[-2.2418824301163617e-05, -6.490824044883187e-06]",2.3339547549772214e-05,"[2.858577668496871e-05, -7.401425583726898e-08]",2.8585872503615626e-05,,,
21,1679694505.7,2023/03/24 17:48:25.700,1,40.449012048,40.449012048,-79.951955925,-79.951955925,251.5025,"[-2.0701550648571798e-05, -6.87462250698938e-06]",2.1813175694267636e-05,"[3.129474805190054e-06, -1.911170074035304e-05]",1.93662262133109e-05,,,
22,1679694505.8,2023/03/24 17:48:25.800,1,40.449010024,40.449010024,-79.951956696,-79.951956696,251.4906,"[-1.947343010913818e-05, -8.42519302072937e-06]",2.1217878255189335e-05,"[1.0334570660644302e-05, -2.6365017407827776e-05]",2.8318147779381894e-05,,,
23,1679694505.9,2023/03/24 17:48:25.900,1,40.449008116,40.449008116,-79.951957654,-79.951957654,251.4891,"[-1.880978721805899e-05, -1.057132012270309e-05]",2.1576860390828937e-05,"[-5.738782260832711e-07, -1.5601979233209878e-05]",1.5612529974731346e-05,,,
24,1679694506.0,2023/03/24 17:48:26.000,1,40.449006266,40.449006266,-79.951958788,-79.951958788,251.4863,"[-1.7851784724589006e-05, -1.209729402463565e-05]",2.1564571421003358e-05,"[3.45138850120069e-05, -1.5828683202973766e-05]",3.7970455232484884e-05,,,
25,1679694506.1,2023/03/24 17:48:26.100,1,40.449004549,40.449004549,-79.951960067,-79.951960067,251.4861,"[-1.7532172171601517e-05, -1.3384015221756077e-05]",2.2056947307161002e-05,"[-1.72957938936757e-07, -2.559959323643221e-05]",2.5600177505623412e-05,,,
26,1679694506.2,2023/03/24 17:48:26.200,1,40.449002771,40.449002771,-79.951961507,-79.951961507,251.4852,"[-1.826693138105856e-05, -1.5151926003086973e-05]",2.3733133878258158e-05,"[-1.1442990135024775e-05, -6.488392186183051e-06]",1.3154514677174356e-05,,,
27,1679694506.3,2023/03/24 17:48:26.300,1,40.449000902,40.449000902,-79.951963195,-79.951963195,251.5077,"[-1.896404180559786e-05, -2.001177734106294e-05]",2.7570022015818983e-05,"[-1.8899837843570178e-05, -2.8429094854607704e-05]",3.413820886873724e-05,,,
28,1679694506.4,2023/03/24 17:48:26.400,1,40.44899898,40.44899898,-79.951965253,-79.951965253,251.5112,"[-1.878684074285801e-05, -2.029490000140462e-05]",2.7655530209426882e-05,"[9.44829612159711e-06, 1.555286124429027e-05]",1.8197851315073803e-05,,,
29,1679694506.5,2023/03/24 17:48:26.500,1,40.448997143,40.448997143,-79.951967266,-79.951967266,251.5231,"[-1.800878540369685e-05, -2.057789989759866e-05]",2.7345316160395654e-05,"[2.517495049138162e-06, -4.1227030724014014e-05]",4.1303823595900064e-05,,,
30,1679694506.6,2023/03/24 17:48:26.600,1,40.448995357,40.448995357,-79.951969493,-79.951969493,251.5362,"[-1.7688354879748096e-05, -2.359291465489721e-05]",2.9487345086751567e-05,"[-2.890016387578575e-06, -2.1522417709875114e-05]",2.1715585619522644e-05,,,
31,1679694506.7,2023/03/24 17:48:26.700,1,40.448993606,40.448993606,-79.95197189,-79.95197189,251.5372,"[-1.700871404626843e-05, -2.3647945058932914e-05]",2.9129395102165074e-05,"[1.017595452815861e-06, 3.80047946790741e-05]",3.801841552595493e-05,,,
32,1679694506.8,2023/03/24 17:48:26.800,1,40.448991908,40.448991908,-79.951974226,-79.951974226,251.5419,"[-1.6973500163335246e-05, -2.4684414893649984e-05]",2.9956969914138356e-05,"[-1.413501830956842e-05, -6.868045657666889e-06]",1.571524081163351e-05,,,
33,1679694506.9,2023/03/24 17:48:26.900,1,40.448990212,40.448990212,-79.951976714,-79.951976714,251.5491,"[-1.6226175122252332e-05, -2.4927660446209044e-05]",2.974352054514555e-05,"[1.4495728038059637e-05, 6.212942670054136e-07]",1.4509036422850489e-05,,,
34,1679694507.0,2023/03/24 17:48:27.000,1,40.448988626,40.448988626,-79.951979211,-79.951979211,251.5554,"[-1.5852480728748536e-05, -2.5085815140895634e-05]",2.9674892864819786e-05,"[2.4859634625163376e-07, -4.245702260608559e-05]",4.245775039632968e-05,,,
35,1679694507.1,2023/03/24 17:48:27.100,1,40.448987041,40.448987041,-79.951981843,-79.951981843,251.5576,"[-1.5857513686010955e-05, -2.666559605290409e-05]",3.102442188274713e-05,"[-1.0208593813364458e-05, 3.353890237904434e-06]",1.074541610986628e-05,,,
36,1679694507.2,2023/03/24 17:48:27.200,1,40.44898542,40.44898542,-79.951984571,-79.951984571,251.5731,"[-1.640447272161278e-05, -2.8676385523346135e-05]",3.303697643486331e-05,"[-7.69274452894684e-06, -3.071094043637081e-05]",3.165975648791312e-05,,,
37,1679694507.3,2023/03/24 17:48:27.300,1,40.448983752,40.448983752,-79.951987539,-79.951987539,251.5811,"[-1.6846465509288707e-05, -3.01517684308099e-05]",3.453885550594922e-05,"[1.0271226148866334e-06, 7.0647847334838905e-06]",7.13905905539929e-06,,,
38,1679694507.4,2023/03/24 17:48:27.400,1,40.448982033,40.448982033,-79.951990576,-79.951990576,251.5957,"[-1.792835131134449e-05, -3.115957251784827e-05]",3.59491966563654e-05,"[-1.1392775546023493e-05, -1.787232237690209e-05]",2.119469843583499e-05,,,
39,1679694507.5,2023/03/24 17:48:27.500,1,40.448980217,40.448980217,-79.951993724,-79.951993724,251.6051,"[-1.805371113076224e-05, -3.1227329902904654e-05]",3.6070522847026374e-05,"[4.676750141857686e-06, 1.7636386513016744e-06]",4.998241008768092e-06,,,
40,1679694507.6,2023/03/24 17:48:27.600,1,40.448978417,40.448978417,-79.951996844,-79.951996844,251.6133,"[-1.8126466512586576e-05, -3.123361137729733e-05]",3.611242539486873e-05,"[-1.7627546066781507e-05, -1.497670946009793e-05]",2.313076320808916e-05,,,
41,1679694507.7,2023/03/24 17:48:27.700,1,40.448976568,40.448976568,-79.951999976,-79.951999976,251.6226,"[-1.8335609066917167e-05, -3.074380596461535e-05]",3.579631496459843e-05,"[1.801767425139609e-05, 6.093106829510333e-06]",1.90200561583095e-05,,,
42,1679694507.8,2023/03/24 17:48:27.800,1,40.448974765,40.448974765,-79.952003036,-79.952003036,251.6409,"[-1.83197161963047e-05, -3.0617130590793e-05]",3.5679415453827456e-05,"[-7.063299493181517e-06, -8.532299425345184e-07]",7.114646938901166e-06,,,
43,1679694507.9,2023/03/24 17:48:27.900,1,40.448972865,40.448972865,-79.952006099,-79.952006099,251.654,"[-2.000732061510662e-05, -3.061294605964317e-05]",3.6571099855573015e-05,"[-1.557999014843439e-06, 2.7816512438961476e-05]",2.7860109927944498e-05,,,
44,1679694508.0,2023/03/24 17:48:28.000,1,40.448970857,40.448970857,-79.952009108,-79.952009108,251.6643,"[-2.0147516424266525e-05, -3.0435018166222757e-05]",3.649948970663013e-05,"[-1.850558373419497e-07, -8.083819837750719e-06]",8.085937721263155e-06,,,
45,1679694508.1,2023/03/24 17:48:28.100,1,40.448968842,40.448968842,-79.952012209,-79.952012209,251.6783,"[-2.0145772010420544e-05, -3.175586191159648e-05]",3.7607005938311916e-05,"[2.037857657794926e-06, -3.8827304573165235e-06]",4.385026754491562e-06,,,
46,1679694508.2,2023/03/24 17:48:28.200,1,40.448966831,40.448966831,-79.9520154,-79.9520154,251.6913,"[-2.0140262687574106e-05, -3.202400214752664e-05]",3.78307665091428e-05,"[-3.0475966655109526e-05, -4.4997981983925707e-07]",3.0479288466130737e-05,,,
47,1679694508.3,2023/03/24 17:48:28.300,1,40.448964761,40.448964761,-79.95201861,-79.95201861,251.7053,"[-2.029573699080454e-05, -3.222958865520916e-05]",3.8087574415862955e-05,"[2.1672389771102277e-05, -1.0365055620846753e-05]",2.402346470461381e-05,,,
48,1679694508.4,2023/03/24 17:48:28.400,1,40.448962765,40.448962765,-79.95202188,-79.95202188,251.7153,"[-2.0372061449920043e-05, -3.3122429064003584e-05]",3.888593826589848e-05,"[-1.6739648308571983e-06, -1.404464026915362e-05]",1.414404745979305e-05,,,
49,1679694508.5,2023/03/24 17:48:28.500,1,40.44896072,40.44896072,-79.952025219,-79.952025219,251.7237,"[-2.0522237300045544e-05, -3.322300613921762e-05]",3.9050356729815826e-05,"[-6.991700234436966e-07, 1.4887460029794611e-05]",1.490386878835205e-05,,,
50,1679694508.6,2023/03/24 17:48:28.600,1,40.448958661,40.448958661,-79.95202852,-79.95202852,251.7393,"[-2.0690625942140984e-05, -3.332845422947002e-05]",3.922866124663797e-05,"[-1.0114111505250207e-05, -1.0176196184796888e-05]",1.434748132363689e-05,,,
51,1679694508.7,2023/03/24 17:48:28.700,1,40.448956556,40.448956556,-79.952031909,-79.952031909,251.7513,"[-2.126295148293282e-05, -3.450413555635038e-05]",4.05296000011912e-05,"[-4.013692668519409e-06, -2.8823614747449057e-06]",4.941430613538966e-06,,,
52,1679694508.8,2023/03/24 17:48:28.800,1,40.448954401,40.448954401,-79.952035365,-79.952035365,251.758,"[-2.1923474160712494e-05, -3.452770988006002e-05]",4.08998957069211e-05,"[-4.54470556766518e-06, 4.349684208036171e-06]",6.290794974119419e-06,,,
53,1679694508.9,2023/03/24 17:48:28.900,1,40.448952184,40.448952184,-79.952038813,-79.952038813,251.7667,"[-2.2435720999357055e-05, -3.4601916821651275e-05]",4.1238989130354114e-05,"[-1.116130261228919e-06, -2.6886514081410382e-05]",2.690967086773656e-05,,,
54,1679694509.0,2023/03/24 17:48:29.000,1,40.448949934,40.448949934,-79.95204236,-79.95204236,251.7794,"[-2.2572815957265174e-05, -3.586194316023938e-05]",4.2374650293174165e-05,"[-5.474670432659567e-06, -1.0889055160282316e-06]",5.58191110365201e-06,,,
55,1679694509.1,2023/03/24 17:48:29.100,1,40.448947669,40.448947669,-79.952045964,-79.952045964,251.7838,"[-2.253069960051434e-05, -3.634177198638479e-05]",4.2759289231686244e-05,"[1.0791311594819952e-05, -9.989491437019932e-06]",1.4705180893371904e-05,,,
56,1679694509.2,2023/03/24 17:48:29.200,1,40.448945439,40.448945439,-79.952049613,-79.952049613,251.7913,"[-2.2378071442583818e-05, -3.628682392801424e-05]",4.2632284389557315e-05,"[4.962802931873315e-06, 2.0692735887115485e-06]",5.376923481466846e-06,,,
57,1679694509.3,2023/03/24 17:48:29.300,1,40.44894318,40.44894318,-79.952053234,-79.952053234,251.8075,"[-2.326206161385136e-05, -3.6159919464305804e-05]",4.29960845448943e-05,"[-1.2497311408837935e-05, 1.6191155344576342e-05]",2.0453271225935326e-05,,,
58,1679694509.4,2023/03/24 17:48:29.400,1,40.448940826,40.448940826,-79.952056838,-79.952056838,251.816,"[-2.3470909373130912e-05, -3.660956532306996e-05]",4.348728388788901e-05,"[7.131486979086905e-07, -3.866499236060222e-06]",3.931716852442854e-06,,,
59,1679694509.5,2023/03/24 17:48:29.500,1,40.448938484,40.448938484,-79.952060509,-79.952060509,251.8299,"[-2.3353905504628746e-05, -3.671764965745597e-05]",4.351540760106477e-05,"[4.452242882189698e-05, 1.6745479376721543e-06]",4.455390868371085e-05,,,
60,1679694509.6,2023/03/24 17:48:29.600,1,40.448936212,40.448936212,-79.952064183,-79.952064183,251.8506,"[-2.3678373408696355e-05, -3.686853306984874e-05]",4.3817280814813105e-05,"[-9.54599567612534e-06, -8.077297889697713e-05]",8.13351102128725e-05,,,
61,1679694509.7,2023/03/24 17:48:29.700,1,40.448933825,40.448933825,-79.952068054,-79.952068054,251.8451,"[-2.3775850340298353e-05, -3.8354112709628664e-05]",4.512570244491673e-05,"[4.489903973629965e-06, -7.485648877799999e-07]",4.551877314211713e-06,,,
62,1679694509.8,2023/03/24 17:48:29.800,1,40.448931452,40.448931452,-79.952071882,-79.952071882,251.8581,"[-2.3862862224438287e-05, -3.809445601485118e-05]",4.495134895206099e-05,"[-2.1428129800717506e-05, 1.4823067728855724e-05]",2.6055480875444262e-05,,,
63,1679694509.9,2023/03/24 17:48:29.900,1,40.448929023,40.448929023,-79.952075669,-79.952075669,251.8764,"[-2.407276324135675e-05, -3.8162079811180856e-05]",4.512030879315161e-05,"[1.3111969985543408e-05, -7.555696624937914e-06]",1.5133152625606119e-05,,,
64,1679694510.0,2023/03/24 17:48:30.000,1,40.448926639,40.448926639,-79.952079508,-79.952079508,251.8964,"[-2.403013954722069e-05, -3.846816578491391e-05]",4.535688906345453e-05,"[-2.2862219185946685e-05, -1.2855197348610548e-05]",2.6228556288480544e-05,,,
65,1679694510.1,2023/03/24 17:48:30.100,1,40.448924195,40.448924195,-79.952083379,-79.952083379,251.9053,"[-2.4116681057849532e-05, -3.855102004892309e-05]",4.547301894594759e-05,"[3.695544312432567e-05, 9.325841494025899e-05]",0.00010031369165614826,,,
66,1679694510.2,2023/03/24 17:48:30.200,1,40.448921848,40.448921848,-79.952087089,-79.952087089,251.9277,"[-2.4024311925379646e-05, -3.886072814683099e-05]",4.568723843251899e-05,"[-1.6758288694490627e-05, -6.356919371365501e-05]",6.574102698750672e-05,,,
67,1679694510.3,2023/03/24 17:48:30.300,1,40.448919381,40.448919381,-79.952091091,-79.952091091,251.9285,"[-2.5123532930428608e-05, -3.916020146527454e-05]",4.6526479403746215e-05,"[-3.99397098663577e-05, 1.9544802919569578e-05]",4.4465489375173254e-05,,,
68,1679694510.4,2023/03/24 17:48:30.400,1,40.448916801,40.448916801,-79.952094987,-79.952094987,251.9483,"[-2.5155835076904574e-05, -3.9536671280645676e-05]",4.686111836448481e-05,"[8.31176514117822e-05, -2.456713376337338e-06]",8.315395009753905e-05,,,
69,1679694510.5,2023/03/24 17:48:30.500,1,40.4489144,40.4489144,-79.952098951,-79.952098951,251.9619,"[-2.587427724445946e-05, -3.9723935332090065e-05]",4.740748106777269e-05,"[-3.3516467747373323e-06, -7.2428599353272865e-06]",7.980761626898547e-06,,,
70,1679694510.6,2023/03/24 17:48:30.600,1,40.448911798,40.448911798,-79.952102934,-79.952102934,251.9624,"[-2.6143937839880123e-05, -3.968010061364846e-05]",4.751858447475873e-05,"[-1.179926930714615e-06, 1.7656174303050124e-05]",1.7695556464308015e-05,,,
71,1679694510.7,2023/03/24 17:48:30.700,1,40.448909182,40.448909182,-79.952106831,-79.952106831,251.9637,"[-2.6133015508346176e-05, -3.84324414841348e-05]",4.6475660920431324e-05,"[1.6633767895530472e-05, 2.4533858446225113e-05]",2.9641060113663135e-05,,,
72,1679694510.8,2023/03/24 17:48:30.800,1,40.448906592,40.448906592,-79.952110638,-79.952110638,251.9815,"[-2.62657307195316e-05, -3.857191766745589e-05]",4.6665634494517935e-05,"[-2.5518425154719456e-05, -3.808682005845862e-06]",2.5801086818168586e-05,,,
73,1679694510.9,2023/03/24 17:48:30.900,1,40.448903881,40.448903881,-79.952114503,-79.952114503,251.9818,"[-2.7522499149294527e-05, -3.861556474597241e-05]",4.741993040983195e-05,"[-7.656404690135047e-07, 7.6325820610061e-06]",7.670887448384532e-06,,,
74,1679694511.0,2023/03/24 17:48:31.000,1,40.44890111,40.44890111,-79.952118354,-79.952118354,251.9915,"[-2.8046798943905698e-05, -3.868060949850408e-05]",4.7778786947510854e-05,"[-2.7240540918340423e-06, -9.02001811605001e-05]",9.024130513286183e-05,,,
75,1679694511.1,2023/03/24 17:48:31.100,1,40.448898284,40.448898284,-79.952122383,-79.952122383,251.9886,"[-2.8550280370431122e-05, -3.8998891392365745e-05]",4.8332515339714774e-05,"[-6.119680036854621e-06, 4.555570783142694e-07]",6.136612746872594e-06,,,
76,1679694511.2,2023/03/24 17:48:31.200,1,40.44889542,40.44889542,-79.95212628,-79.95212628,252.0039,"[-2.8513331984890814e-05, -3.8934827835179425e-05]",4.825899832607034e-05,"[2.7591540037143985e-06, -2.1905606620935634e-07]",2.7678360457867282e-06,,,
77,1679694511.3,2023/03/24 17:48:31.300,1,40.448892573,40.448892573,-79.952130173,-79.952130173,252.0212,"[-2.8521374978138936e-05, -3.890950288084527e-05]",4.824332332124433e-05,"[1.6862916353005816e-06, 7.435913206742575e-06]",7.624721942306707e-06,,,
78,1679694511.4,2023/03/24 17:48:31.400,1,40.448889713,40.448889713,-79.952134048,-79.952134048,252.0302,"[-2.8841442073141843e-05, -3.880262426660592e-05]",4.834741390016421e-05,"[-6.537382012181153e-07, -1.5494273556923896e-05]",1.5508058766090713e-05,,,
79,1679694511.5,2023/03/24 17:48:31.500,1,40.448886827,40.448886827,-79.952137954,-79.952137954,252.0409,"[-2.886451146015447e-05, -3.880014995629326e-05]",4.835919414614177e-05,"[1.7944562630925472e-07, 3.709090966211985e-05]",3.709134373807907e-05,,,
80,1679694511.6,2023/03/24 17:48:31.600,1,40.44888394,40.44888394,-79.952141772,-79.952141772,252.0548,"[-2.8890031975450272e-05, -3.8794353346928534e-05]",4.8369781880311225e-05,"[-1.288543381334964e-05, -7.242549851888808e-06]",1.4781371144630284e-05,,,
81,1679694511.7,2023/03/24 17:48:31.700,1,40.448881021,40.448881021,-79.952145664,-79.952145664,252.052,"[-2.914553827170294e-05, -3.880899812451627e-05]",4.853453138308856e-05,"[6.870113822048961e-06, 5.7144555416802865e-06]",8.936076659572069e-06,,,
82,1679694511.8,2023/03/24 17:48:31.800,1,40.448878117,40.448878117,-79.952149538,-79.952149538,252.0579,"[-2.9172511865094874e-05, -3.8887837115458775e-05]",4.86137771011218e-05,"[-1.361599440584371e-05, -1.4148340794046199e-05]",1.9635958109662972e-05,,,
83,1679694511.9,2023/03/24 17:48:31.900,1,40.448875137,40.448875137,-79.952153458,-79.952153458,252.0659,"[-3.037404762437391e-05, -3.911673941428117e-05]",4.952476220531011e-05,"[-8.411166428764412e-06, 2.826822205384693e-05]",2.9493051703375346e-05,,,
84,1679694512.0,2023/03/24 17:48:32.000,1,40.448872086,40.448872086,-79.95215734,-79.95215734,252.0751,"[-3.0361434126729082e-05, -3.964004203482966e-05]",4.993144915536471e-05,"[5.359322085992953e-07, -2.823565052008229e-05]",2.8240736244376446e-05,,,
85,1679694512.1,2023/03/24 17:48:32.100,1,40.448869053,40.448869053,-79.952161386,-79.952161386,252.0789,"[-3.029401506759155e-05, -4.068825053218989e-05]",5.072732084671647e-05,"[7.461673569905218e-06, 7.291375512114451e-06]",1.0432676038413365e-05,,,
86,1679694512.2,2023/03/24 17:48:32.200,1,40.448866035,40.448866035,-79.95216547,-79.95216547,252.0908,"[-3.0324924589303428e-05, -4.15078928722656e-05]",5.1405313169383736e-05,"[-2.2457120414363226e-05, -2.0352106935537483e-05]",3.0307268336502425e-05,,,
87,1679694512.3,2023/03/24 17:48:32.300,1,40.44886296,40.44886296,-79.952169663,-79.952169663,252.0947,"[-3.0477383913572665e-05, -4.1756730124640236e-05]",5.169618400730691e-05,"[1.097601403716519e-05, 6.705411719804801e-06]",1.2862170519634035e-05,,,
88,1679694512.4,2023/03/24 17:48:32.400,1,40.448859929,40.448859929,-79.952173832,-79.952173832,252.1022,"[-3.0523903539858186e-05, -4.1891631699282865e-05]",5.183259103825438e-05,"[-1.1832586382066202e-06, -1.1947943104532318e-05]",1.200639185742461e-05,,,
89,1679694512.5,2023/03/24 17:48:32.500,1,40.448856863,40.448856863,-79.952178043,-79.952178043,252.1179,"[-3.087311770044046e-05, -4.1949460607915634e-05]",5.208557038029166e-05,"[-1.5148280609920795e-06, 3.223586659008881e-07]",1.5487476114107243e-06,,,
90,1679694512.6,2023/03/24 17:48:32.600,1,40.448853769,40.448853769,-79.952182228,-79.952182228,252.1211,"[-3.099811179453628e-05, -4.166731627251092e-05]",5.193311256010006e-05,"[-6.658275144116297e-06, 4.426351590992268e-06]",7.995324652685261e-06,,,
91,1679694512.7,2023/03/24 17:48:32.700,1,40.448850664,40.448850664,-79.952186387,-79.952186387,252.1358,"[-3.0820729065516664e-05, -4.165650685158305e-05]",5.18187408492909e-05,"[8.870583181267813e-07, -2.9890116923441107e-06]",3.1178619848748465e-06,,,
92,1679694512.8,2023/03/24 17:48:32.800,1,40.448847584,40.448847584,-79.952190557,-79.952190557,252.1525,"[-3.0802982833514356e-05, -4.163765506535675e-05]",5.179303110248915e-05,"[8.724764167805976e-08, 6.155798220633682e-06]",6.1564164807244144e-06,,,
93,1679694512.9,2023/03/24 17:48:32.900,1,40.448844503,40.448844503,-79.95219471,-79.95219471,252.172,"[-3.082826457972141e-05, -4.16223021768341e-05]",5.179573279235457e-05,"[-2.7278427448487388e-05, -3.032350523477144e-06]",2.744645248041397e-05,,,
94,1679694513.0,2023/03/24 17:48:33.000,1,40.448841363,40.448841363,-79.952198882,-79.952198882,252.1791,"[-3.117964051219436e-05, -4.176389775071253e-05]",5.2119028557731606e-05,"[6.063363227866863e-06, -9.610296462484256e-06]",1.1363193729312436e-05,,,
95,1679694513.1,2023/03/24 17:48:33.100,1,40.448838254,40.448838254,-79.952203072,-79.952203072,252.1906,"[-3.121397573392064e-05, -4.169180996616766e-05]",5.208185191957775e-05,"[-5.434657745823522e-07, 1.925006636468002e-05]",1.9257736369904108e-05,,,
96,1679694513.2,2023/03/24 17:48:33.200,1,40.448835121,40.448835121,-79.952207203,-79.952207203,252.2039,"[-3.1534740747301246e-05, -4.150870739535477e-05]",5.2128808384929356e-05,"[-1.6548708368711765e-06, -3.303507597495129e-06]",3.6948288097603044e-06,,,
97,1679694513.3,2023/03/24 17:48:33.300,1,40.448831959,40.448831959,-79.952211367,-79.952211367,252.2128,"[-3.1707865469823466e-05, -4.173752922416028e-05]",5.241574265800359e-05,"[-5.588457148634769e-07, -4.6124639887367346e-06]",4.646195495285843e-06,,,
98,1679694513.4,2023/03/24 17:48:33.400,1,40.448828787,40.448828787,-79.95221557,-79.95221557,252.2283,"[-3.1716190807072805e-05, -4.238413774373611e-05]",5.29370559399618e-05,"[9.453619479718785e-07, -1.94619168989032e-05]",1.9484863833049673e-05,,,
99,1679694513.5,2023/03/24 17:48:33.500,1,40.448825619,40.448825619,-79.952219872,-79.952219872,252.2468,"[-3.165497705208855e-05, -4.331875248409204e-05]",5.36521377854255e-05,"[5.609599633129432e-05, -2.2749707862412324e-05]",6.0533544520585365e-05,,,
